;;;weiblich;männlich;
1999;Gebärmutterkörper (C54-C55);0 - 4;0;x;
1999;Gebärmutterkörper (C54-C55);5 - 9;0;x;
1999;Gebärmutterkörper (C54-C55);10 - 14;0;x;
1999;Gebärmutterkörper (C54-C55);15 - 19;0;x;
1999;Gebärmutterkörper (C54-C55);20 - 24;1;x;
1999;Gebärmutterkörper (C54-C55);25 - 29;10;x;
1999;Gebärmutterkörper (C54-C55);30 - 34;32;x;
1999;Gebärmutterkörper (C54-C55);35 - 39;88;x;
1999;Gebärmutterkörper (C54-C55);40 - 44;198;x;
1999;Gebärmutterkörper (C54-C55);45 - 49;353;x;
1999;Gebärmutterkörper (C54-C55);50 - 54;510;x;
1999;Gebärmutterkörper (C54-C55);55 - 59;1.653;x;
1999;Gebärmutterkörper (C54-C55);60 - 64;1.935;x;
1999;Gebärmutterkörper (C54-C55);65 - 69;1.412;x;
1999;Gebärmutterkörper (C54-C55);70 - 74;1.669;x;
1999;Gebärmutterkörper (C54-C55);75 - 79;1.561;x;
1999;Gebärmutterkörper (C54-C55);80 - 84;710;x;
1999;Gebärmutterkörper (C54-C55);85+;1.070;x;
1999;Eierstöcke (C56);0 - 4;1;x;
1999;Eierstöcke (C56);5 - 9;3;x;
1999;Eierstöcke (C56);10 - 14;14;x;
1999;Eierstöcke (C56);15 - 19;27;x;
1999;Eierstöcke (C56);20 - 24;78;x;
1999;Eierstöcke (C56);25 - 29;57;x;
1999;Eierstöcke (C56);30 - 34;99;x;
1999;Eierstöcke (C56);35 - 39;123;x;
1999;Eierstöcke (C56);40 - 44;365;x;
1999;Eierstöcke (C56);45 - 49;437;x;
1999;Eierstöcke (C56);50 - 54;484;x;
1999;Eierstöcke (C56);55 - 59;948;x;
1999;Eierstöcke (C56);60 - 64;1.255;x;
1999;Eierstöcke (C56);65 - 69;978;x;
1999;Eierstöcke (C56);70 - 74;1.137;x;
1999;Eierstöcke (C56);75 - 79;1.296;x;
1999;Eierstöcke (C56);80 - 84;693;x;
1999;Eierstöcke (C56);85+;814;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);0 - 4;0;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);5 - 9;0;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);10 - 14;0;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);15 - 19;0;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);20 - 24;0;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);25 - 29;9;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);30 - 34;9;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);35 - 39;11;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);40 - 44;0;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);45 - 49;27;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);50 - 54;62;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);55 - 59;53;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);60 - 64;74;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);65 - 69;57;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);70 - 74;51;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);75 - 79;102;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);80 - 84;42;x;
1999;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);85+;134;x;
1999;Plazenta (C58);0 - 4;0;x;
1999;Plazenta (C58);5 - 9;0;x;
1999;Plazenta (C58);10 - 14;0;x;
1999;Plazenta (C58);15 - 19;0;x;
1999;Plazenta (C58);20 - 24;1;x;
1999;Plazenta (C58);25 - 29;3;x;
1999;Plazenta (C58);30 - 34;0;x;
1999;Plazenta (C58);35 - 39;2;x;
1999;Plazenta (C58);40 - 44;0;x;
1999;Plazenta (C58);45 - 49;1;x;
1999;Plazenta (C58);50 - 54;0;x;
1999;Plazenta (C58);55 - 59;0;x;
1999;Plazenta (C58);60 - 64;0;x;
1999;Plazenta (C58);65 - 69;0;x;
1999;Plazenta (C58);70 - 74;0;x;
1999;Plazenta (C58);75 - 79;0;x;
1999;Plazenta (C58);80 - 84;0;x;
1999;Plazenta (C58);85+;0;x;
1999;Penis (C60);0 - 4;x;0;
1999;Penis (C60);5 - 9;x;0;
1999;Penis (C60);10 - 14;x;0;
1999;Penis (C60);15 - 19;x;0;
1999;Penis (C60);20 - 24;x;0;
1999;Penis (C60);25 - 29;x;0;
1999;Penis (C60);30 - 34;x;0;
1999;Penis (C60);35 - 39;x;9;
1999;Penis (C60);40 - 44;x;11;
1999;Penis (C60);45 - 49;x;24;
1999;Penis (C60);50 - 54;x;15;
1999;Penis (C60);55 - 59;x;66;
1999;Penis (C60);60 - 64;x;96;
1999;Penis (C60);65 - 69;x;49;
1999;Penis (C60);70 - 74;x;77;
1999;Penis (C60);75 - 79;x;35;
1999;Penis (C60);80 - 84;x;64;
1999;Penis (C60);85+;x;17;
1999;Prostata (C61);0 - 4;x;0;
1999;Prostata (C61);5 - 9;x;0;
1999;Prostata (C61);10 - 14;x;0;
1999;Prostata (C61);15 - 19;x;0;
1999;Prostata (C61);20 - 24;x;0;
1999;Prostata (C61);25 - 29;x;6;
1999;Prostata (C61);30 - 34;x;6;
1999;Prostata (C61);35 - 39;x;7;
1999;Prostata (C61);40 - 44;x;30;
1999;Prostata (C61);45 - 49;x;266;
1999;Prostata (C61);50 - 54;x;587;
1999;Prostata (C61);55 - 59;x;3.045;
1999;Prostata (C61);60 - 64;x;6.718;
1999;Prostata (C61);65 - 69;x;7.745;
1999;Prostata (C61);70 - 74;x;8.404;
1999;Prostata (C61);75 - 79;x;6.569;
1999;Prostata (C61);80 - 84;x;3.065;
1999;Prostata (C61);85+;x;3.921;
1999;Hoden (C62);0 - 4;x;10;
1999;Hoden (C62);5 - 9;x;1;
1999;Hoden (C62);10 - 14;x;1;
1999;Hoden (C62);15 - 19;x;91;
1999;Hoden (C62);20 - 24;x;234;
1999;Hoden (C62);25 - 29;x;433;
1999;Hoden (C62);30 - 34;x;853;
1999;Hoden (C62);35 - 39;x;866;
1999;Hoden (C62);40 - 44;x;482;
1999;Hoden (C62);45 - 49;x;300;
1999;Hoden (C62);50 - 54;x;129;
1999;Hoden (C62);55 - 59;x;99;
1999;Hoden (C62);60 - 64;x;100;
1999;Hoden (C62);65 - 69;x;37;
1999;Hoden (C62);70 - 74;x;37;
1999;Hoden (C62);75 - 79;x;28;
1999;Hoden (C62);80 - 84;x;2;
1999;Hoden (C62);85+;x;32;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);0 - 4;x;0;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);5 - 9;x;0;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);10 - 14;x;0;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);15 - 19;x;0;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);20 - 24;x;0;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);25 - 29;x;6;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);30 - 34;x;0;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);35 - 39;x;0;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);40 - 44;x;0;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);45 - 49;x;14;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);50 - 54;x;14;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);55 - 59;x;15;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);60 - 64;x;13;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);65 - 69;x;21;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);70 - 74;x;6;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);75 - 79;x;13;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);80 - 84;x;11;
1999;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);85+;x;1;
1999;Niere (C64);0 - 4;40;38;
1999;Niere (C64);5 - 9;10;9;
1999;Niere (C64);10 - 14;0;0;
1999;Niere (C64);15 - 19;7;7;
1999;Niere (C64);20 - 24;8;3;
1999;Niere (C64);25 - 29;25;21;
1999;Niere (C64);30 - 34;23;51;
1999;Niere (C64);35 - 39;47;128;
1999;Niere (C64);40 - 44;100;212;
1999;Niere (C64);45 - 49;234;347;
1999;Niere (C64);50 - 54;210;566;
1999;Niere (C64);55 - 59;562;1.146;
1999;Niere (C64);60 - 64;702;1.623;
1999;Niere (C64);65 - 69;749;1.322;
1999;Niere (C64);70 - 74;764;1.029;
1999;Niere (C64);75 - 79;883;775;
1999;Niere (C64);80 - 84;316;265;
1999;Niere (C64);85+;422;248;
1999;Nierenbecken (C65);0 - 4;0;0;
1999;Nierenbecken (C65);5 - 9;0;0;
1999;Nierenbecken (C65);10 - 14;0;0;
1999;Nierenbecken (C65);15 - 19;0;0;
1999;Nierenbecken (C65);20 - 24;0;0;
1999;Nierenbecken (C65);25 - 29;0;1;
1999;Nierenbecken (C65);30 - 34;6;6;
1999;Nierenbecken (C65);35 - 39;0;6;
1999;Nierenbecken (C65);40 - 44;2;1;
1999;Nierenbecken (C65);45 - 49;2;20;
1999;Nierenbecken (C65);50 - 54;14;26;
1999;Nierenbecken (C65);55 - 59;19;47;
1999;Nierenbecken (C65);60 - 64;22;74;
1999;Nierenbecken (C65);65 - 69;41;122;
1999;Nierenbecken (C65);70 - 74;65;72;
1999;Nierenbecken (C65);75 - 79;80;67;
1999;Nierenbecken (C65);80 - 84;37;45;
1999;Nierenbecken (C65);85+;38;33;
1999;Harnleiter (C66);0 - 4;0;0;
1999;Harnleiter (C66);5 - 9;0;0;
1999;Harnleiter (C66);10 - 14;0;0;
1999;Harnleiter (C66);15 - 19;0;0;
1999;Harnleiter (C66);20 - 24;0;0;
1999;Harnleiter (C66);25 - 29;0;0;
1999;Harnleiter (C66);30 - 34;0;0;
1999;Harnleiter (C66);35 - 39;0;1;
1999;Harnleiter (C66);40 - 44;0;0;
1999;Harnleiter (C66);45 - 49;0;1;
1999;Harnleiter (C66);50 - 54;6;4;
1999;Harnleiter (C66);55 - 59;9;20;
1999;Harnleiter (C66);60 - 64;2;57;
1999;Harnleiter (C66);65 - 69;19;46;
1999;Harnleiter (C66);70 - 74;18;67;
1999;Harnleiter (C66);75 - 79;39;43;
1999;Harnleiter (C66);80 - 84;21;16;
1999;Harnleiter (C66);85+;53;17;
1999;Harnblase (C67);0 - 4;4;2;
1999;Harnblase (C67);5 - 9;0;0;
1999;Harnblase (C67);10 - 14;0;0;
1999;Harnblase (C67);15 - 19;6;2;
1999;Harnblase (C67);20 - 24;1;11;
1999;Harnblase (C67);25 - 29;7;2;
1999;Harnblase (C67);30 - 34;19;19;
1999;Harnblase (C67);35 - 39;43;57;
1999;Harnblase (C67);40 - 44;44;68;
1999;Harnblase (C67);45 - 49;50;173;
1999;Harnblase (C67);50 - 54;76;332;
1999;Harnblase (C67);55 - 59;182;830;
1999;Harnblase (C67);60 - 64;341;1.483;
1999;Harnblase (C67);65 - 69;477;1.847;
1999;Harnblase (C67);70 - 74;523;2.064;
1999;Harnblase (C67);75 - 79;799;1.785;
1999;Harnblase (C67);80 - 84;526;972;
1999;Harnblase (C67);85+;965;1.084;
1999;sonstg./n.n.bez. Harnorgane (C68);0 - 4;0;0;
1999;sonstg./n.n.bez. Harnorgane (C68);5 - 9;0;0;
1999;sonstg./n.n.bez. Harnorgane (C68);10 - 14;0;0;
1999;sonstg./n.n.bez. Harnorgane (C68);15 - 19;0;0;
1999;sonstg./n.n.bez. Harnorgane (C68);20 - 24;0;1;
1999;sonstg./n.n.bez. Harnorgane (C68);25 - 29;0;0;
1999;sonstg./n.n.bez. Harnorgane (C68);30 - 34;0;0;
1999;sonstg./n.n.bez. Harnorgane (C68);35 - 39;0;0;
1999;sonstg./n.n.bez. Harnorgane (C68);40 - 44;0;1;
1999;sonstg./n.n.bez. Harnorgane (C68);45 - 49;5;7;
1999;sonstg./n.n.bez. Harnorgane (C68);50 - 54;0;11;
1999;sonstg./n.n.bez. Harnorgane (C68);55 - 59;16;44;
1999;sonstg./n.n.bez. Harnorgane (C68);60 - 64;29;18;
1999;sonstg./n.n.bez. Harnorgane (C68);65 - 69;27;46;
1999;sonstg./n.n.bez. Harnorgane (C68);70 - 74;55;57;
1999;sonstg./n.n.bez. Harnorgane (C68);75 - 79;56;47;
1999;sonstg./n.n.bez. Harnorgane (C68);80 - 84;31;21;
1999;sonstg./n.n.bez. Harnorgane (C68);85+;64;45;
1999;Auge (C69);0 - 4;22;20;
1999;Auge (C69);5 - 9;2;5;
1999;Auge (C69);10 - 14;1;0;
1999;Auge (C69);15 - 19;7;6;
1999;Auge (C69);20 - 24;0;0;
1999;Auge (C69);25 - 29;1;8;
1999;Auge (C69);30 - 34;0;12;
1999;Auge (C69);35 - 39;2;3;
1999;Auge (C69);40 - 44;14;16;
1999;Auge (C69);45 - 49;29;17;
1999;Auge (C69);50 - 54;17;51;
1999;Auge (C69);55 - 59;18;43;
1999;Auge (C69);60 - 64;44;53;
1999;Auge (C69);65 - 69;75;48;
1999;Auge (C69);70 - 74;50;57;
1999;Auge (C69);75 - 79;60;38;
1999;Auge (C69);80 - 84;13;25;
1999;Auge (C69);85+;31;20;
1999;Zentrales Nervensystem (C70-C72);0 - 4;41;54;
1999;Zentrales Nervensystem (C70-C72);5 - 9;41;48;
1999;Zentrales Nervensystem (C70-C72);10 - 14;38;40;
1999;Zentrales Nervensystem (C70-C72);15 - 19;44;29;
1999;Zentrales Nervensystem (C70-C72);20 - 24;50;41;
1999;Zentrales Nervensystem (C70-C72);25 - 29;43;74;
1999;Zentrales Nervensystem (C70-C72);30 - 34;76;118;
1999;Zentrales Nervensystem (C70-C72);35 - 39;122;119;
1999;Zentrales Nervensystem (C70-C72);40 - 44;118;165;
1999;Zentrales Nervensystem (C70-C72);45 - 49;130;186;
1999;Zentrales Nervensystem (C70-C72);50 - 54;160;223;
1999;Zentrales Nervensystem (C70-C72);55 - 59;233;341;
1999;Zentrales Nervensystem (C70-C72);60 - 64;264;489;
1999;Zentrales Nervensystem (C70-C72);65 - 69;376;369;
1999;Zentrales Nervensystem (C70-C72);70 - 74;343;367;
1999;Zentrales Nervensystem (C70-C72);75 - 79;331;212;
1999;Zentrales Nervensystem (C70-C72);80 - 84;172;104;
1999;Zentrales Nervensystem (C70-C72);85+;151;47;
1999;Schilddrüse (C73);0 - 4;1;1;
1999;Schilddrüse (C73);5 - 9;3;1;
1999;Schilddrüse (C73);10 - 14;12;2;
1999;Schilddrüse (C73);15 - 19;24;2;
1999;Schilddrüse (C73);20 - 24;46;8;
1999;Schilddrüse (C73);25 - 29;95;43;
1999;Schilddrüse (C73);30 - 34;105;51;
1999;Schilddrüse (C73);35 - 39;195;54;
1999;Schilddrüse (C73);40 - 44;241;66;
1999;Schilddrüse (C73);45 - 49;214;98;
1999;Schilddrüse (C73);50 - 54;233;55;
1999;Schilddrüse (C73);55 - 59;283;153;
1999;Schilddrüse (C73);60 - 64;314;115;
1999;Schilddrüse (C73);65 - 69;253;136;
1999;Schilddrüse (C73);70 - 74;231;69;
1999;Schilddrüse (C73);75 - 79;231;107;
1999;Schilddrüse (C73);80 - 84;85;33;
1999;Schilddrüse (C73);85+;189;21;
1999;Nebenniere (C74);0 - 4;27;45;
1999;Nebenniere (C74);5 - 9;2;4;
1999;Nebenniere (C74);10 - 14;3;0;
1999;Nebenniere (C74);15 - 19;0;0;
1999;Nebenniere (C74);20 - 24;1;1;
1999;Nebenniere (C74);25 - 29;0;7;
1999;Nebenniere (C74);30 - 34;3;7;
1999;Nebenniere (C74);35 - 39;0;2;
1999;Nebenniere (C74);40 - 44;2;6;
1999;Nebenniere (C74);45 - 49;22;2;
1999;Nebenniere (C74);50 - 54;1;2;
1999;Nebenniere (C74);55 - 59;10;10;
1999;Nebenniere (C74);60 - 64;2;23;
1999;Nebenniere (C74);65 - 69;14;18;
1999;Nebenniere (C74);70 - 74;8;14;
1999;Nebenniere (C74);75 - 79;19;6;
1999;Nebenniere (C74);80 - 84;1;12;
1999;Nebenniere (C74);85+;2;0;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);0 - 4;0;0;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);5 - 9;0;1;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);10 - 14;2;0;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);15 - 19;0;1;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);20 - 24;6;2;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);25 - 29;6;1;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);30 - 34;1;0;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);35 - 39;0;0;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);40 - 44;0;1;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);45 - 49;1;8;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);50 - 54;1;1;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);55 - 59;1;10;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);60 - 64;22;3;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);65 - 69;2;10;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);70 - 74;3;10;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);75 - 79;4;1;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);80 - 84;0;0;
1999;sonstg. endokrine Drüsen u. verw. Strukturen (C75);85+;2;15;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);0 - 4;1;4;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);5 - 9;0;4;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);10 - 14;1;3;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);15 - 19;0;0;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);20 - 24;0;0;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);25 - 29;19;12;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);30 - 34;40;12;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);35 - 39;35;67;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);40 - 44;82;135;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);45 - 49;183;230;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);50 - 54;253;282;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);55 - 59;462;589;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);60 - 64;449;806;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);65 - 69;478;872;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);70 - 74;723;786;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);75 - 79;1.112;829;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);80 - 84;822;493;
1999;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);85+;1.778;570;
1999;Morbus Hodgkin (C81);0 - 4;0;3;
1999;Morbus Hodgkin (C81);5 - 9;6;14;
1999;Morbus Hodgkin (C81);10 - 14;38;34;
1999;Morbus Hodgkin (C81);15 - 19;92;91;
1999;Morbus Hodgkin (C81);20 - 24;61;91;
1999;Morbus Hodgkin (C81);25 - 29;109;101;
1999;Morbus Hodgkin (C81);30 - 34;123;125;
1999;Morbus Hodgkin (C81);35 - 39;94;116;
1999;Morbus Hodgkin (C81);40 - 44;65;81;
1999;Morbus Hodgkin (C81);45 - 49;69;75;
1999;Morbus Hodgkin (C81);50 - 54;57;28;
1999;Morbus Hodgkin (C81);55 - 59;50;68;
1999;Morbus Hodgkin (C81);60 - 64;54;75;
1999;Morbus Hodgkin (C81);65 - 69;26;90;
1999;Morbus Hodgkin (C81);70 - 74;18;51;
1999;Morbus Hodgkin (C81);75 - 79;43;47;
1999;Morbus Hodgkin (C81);80 - 84;30;19;
1999;Morbus Hodgkin (C81);85+;44;17;
1999;Non-Hodgkin-Lymphome (C82-C88);0 - 4;9;19;
1999;Non-Hodgkin-Lymphome (C82-C88);5 - 9;16;31;
1999;Non-Hodgkin-Lymphome (C82-C88);10 - 14;16;37;
1999;Non-Hodgkin-Lymphome (C82-C88);15 - 19;12;45;
1999;Non-Hodgkin-Lymphome (C82-C88);20 - 24;46;56;
1999;Non-Hodgkin-Lymphome (C82-C88);25 - 29;45;68;
1999;Non-Hodgkin-Lymphome (C82-C88);30 - 34;77;152;
1999;Non-Hodgkin-Lymphome (C82-C88);35 - 39;134;199;
1999;Non-Hodgkin-Lymphome (C82-C88);40 - 44;184;199;
1999;Non-Hodgkin-Lymphome (C82-C88);45 - 49;277;274;
1999;Non-Hodgkin-Lymphome (C82-C88);50 - 54;318;410;
1999;Non-Hodgkin-Lymphome (C82-C88);55 - 59;621;624;
1999;Non-Hodgkin-Lymphome (C82-C88);60 - 64;630;820;
1999;Non-Hodgkin-Lymphome (C82-C88);65 - 69;673;767;
1999;Non-Hodgkin-Lymphome (C82-C88);70 - 74;880;922;
1999;Non-Hodgkin-Lymphome (C82-C88);75 - 79;917;839;
1999;Non-Hodgkin-Lymphome (C82-C88);80 - 84;553;370;
1999;Non-Hodgkin-Lymphome (C82-C88);85+;722;427;
1999;Plasmozytom (C90);0 - 4;0;0;
1999;Plasmozytom (C90);5 - 9;0;0;
1999;Plasmozytom (C90);10 - 14;0;0;
1999;Plasmozytom (C90);15 - 19;0;0;
1999;Plasmozytom (C90);20 - 24;0;0;
1999;Plasmozytom (C90);25 - 29;1;7;
1999;Plasmozytom (C90);30 - 34;2;15;
1999;Plasmozytom (C90);35 - 39;8;34;
1999;Plasmozytom (C90);40 - 44;48;47;
1999;Plasmozytom (C90);45 - 49;58;55;
1999;Plasmozytom (C90);50 - 54;117;84;
1999;Plasmozytom (C90);55 - 59;186;300;
1999;Plasmozytom (C90);60 - 64;266;417;
1999;Plasmozytom (C90);65 - 69;360;471;
1999;Plasmozytom (C90);70 - 74;433;379;
1999;Plasmozytom (C90);75 - 79;604;360;
1999;Plasmozytom (C90);80 - 84;330;158;
1999;Plasmozytom (C90);85+;319;187;
1999;Lymphatische Leukämie (C91);0 - 4;123;151;
1999;Lymphatische Leukämie (C91);5 - 9;52;86;
1999;Lymphatische Leukämie (C91);10 - 14;33;48;
1999;Lymphatische Leukämie (C91);15 - 19;27;33;
1999;Lymphatische Leukämie (C91);20 - 24;16;32;
1999;Lymphatische Leukämie (C91);25 - 29;20;26;
1999;Lymphatische Leukämie (C91);30 - 34;12;28;
1999;Lymphatische Leukämie (C91);35 - 39;56;70;
1999;Lymphatische Leukämie (C91);40 - 44;34;89;
1999;Lymphatische Leukämie (C91);45 - 49;54;118;
1999;Lymphatische Leukämie (C91);50 - 54;118;186;
1999;Lymphatische Leukämie (C91);55 - 59;149;367;
1999;Lymphatische Leukämie (C91);60 - 64;316;409;
1999;Lymphatische Leukämie (C91);65 - 69;249;315;
1999;Lymphatische Leukämie (C91);70 - 74;291;494;
1999;Lymphatische Leukämie (C91);75 - 79;290;261;
1999;Lymphatische Leukämie (C91);80 - 84;210;177;
1999;Lymphatische Leukämie (C91);85+;333;195;
1999;Myeloische Leukämie (C92);0 - 4;24;21;
1999;Myeloische Leukämie (C92);5 - 9;10;13;
1999;Myeloische Leukämie (C92);10 - 14;16;16;
1999;Myeloische Leukämie (C92);15 - 19;16;24;
1999;Myeloische Leukämie (C92);20 - 24;39;30;
1999;Myeloische Leukämie (C92);25 - 29;23;34;
1999;Myeloische Leukämie (C92);30 - 34;55;42;
1999;Myeloische Leukämie (C92);35 - 39;77;95;
1999;Myeloische Leukämie (C92);40 - 44;57;73;
1999;Myeloische Leukämie (C92);45 - 49;78;76;
1999;Myeloische Leukämie (C92);50 - 54;99;85;
1999;Myeloische Leukämie (C92);55 - 59;156;159;
1999;Myeloische Leukämie (C92);60 - 64;211;267;
1999;Myeloische Leukämie (C92);65 - 69;203;273;
1999;Myeloische Leukämie (C92);70 - 74;296;303;
1999;Myeloische Leukämie (C92);75 - 79;352;278;
1999;Myeloische Leukämie (C92);80 - 84;253;246;
1999;Myeloische Leukämie (C92);85+;334;111;
1999;Monozytenleukämie (C93);0 - 4;4;3;
1999;Monozytenleukämie (C93);5 - 9;0;1;
1999;Monozytenleukämie (C93);10 - 14;2;0;
1999;Monozytenleukämie (C93);15 - 19;0;0;
1999;Monozytenleukämie (C93);20 - 24;0;1;
1999;Monozytenleukämie (C93);25 - 29;0;1;
1999;Monozytenleukämie (C93);30 - 34;8;2;
1999;Monozytenleukämie (C93);35 - 39;1;1;
1999;Monozytenleukämie (C93);40 - 44;0;1;
1999;Monozytenleukämie (C93);45 - 49;8;1;
1999;Monozytenleukämie (C93);50 - 54;8;16;
1999;Monozytenleukämie (C93);55 - 59;2;15;
1999;Monozytenleukämie (C93);60 - 64;11;36;
1999;Monozytenleukämie (C93);65 - 69;8;23;
1999;Monozytenleukämie (C93);70 - 74;31;61;
1999;Monozytenleukämie (C93);75 - 79;16;32;
1999;Monozytenleukämie (C93);80 - 84;5;10;
1999;Monozytenleukämie (C93);85+;19;4;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);0 - 4;1;4;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);5 - 9;0;1;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);10 - 14;0;0;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);15 - 19;0;0;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);20 - 24;0;0;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);25 - 29;0;1;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);30 - 34;0;14;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);35 - 39;0;0;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);40 - 44;2;0;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);45 - 49;0;6;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);50 - 54;0;1;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);55 - 59;8;2;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);60 - 64;2;8;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);65 - 69;1;18;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);70 - 74;8;18;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);75 - 79;8;2;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);80 - 84;4;11;
1999;sonstg. Leukämien n.n.bez. Zelltyps (C94);85+;19;0;
1999;Leukämien n.n.bez. Zelltyps (C95);0 - 4;0;2;
1999;Leukämien n.n.bez. Zelltyps (C95);5 - 9;1;1;
1999;Leukämien n.n.bez. Zelltyps (C95);10 - 14;1;1;
1999;Leukämien n.n.bez. Zelltyps (C95);15 - 19;0;5;
1999;Leukämien n.n.bez. Zelltyps (C95);20 - 24;0;0;
1999;Leukämien n.n.bez. Zelltyps (C95);25 - 29;0;0;
1999;Leukämien n.n.bez. Zelltyps (C95);30 - 34;8;0;
1999;Leukämien n.n.bez. Zelltyps (C95);35 - 39;0;0;
